학년,년,월,지문,input,output
고2,23년,9월,32,"A typical soap opera creates an abstract world, in which a highly complex web of relationships connects fictional characters that exist first only in the minds of the program’s creators and are then recreated in the minds of the viewer. If you were to think about how much human psychology, law, and even everyday physics the viewer must know in order to follow and speculate about the plot, you would discover it is considerable — at least as much as the knowledge required to follow and speculate about a piece of modern mathematics, and in most cases, much more.   Yet viewers follow soap operas with ease. How are they able to cope with such abstraction? Because, of course, the abstraction is built on an extremely familiar framework      . The characters in a soap opera and the relationships between them are very much like the real people and relationships we experience every day. The abstraction of a soap opera is only a step removed from the real world. The mental “training” required to follow a soap opera is provided by our everyday lives.","A. 적절한 주제와 요지를 고르세요
① Soap operas are easy to follow due to their familiar framework.
② Soap operas require little knowledge of human psychology.
③ Viewers struggle to follow the complex relationships in soap operas.
④ Everyday experiences help viewers understand the abstraction in soap operas.
⑤ Soap operas are entirely different from real-life experiences.
⑥ Soap operas are difficult to understand due to their abstract nature.
⑦ Everyday experiences do not help in understanding soap operas.
⑧ Viewers find soap operas confusing and unrealistic.
⑨ Soap operas feature fictional characters with complex relationships.
⑩ Soap operas build on real-life relationships and experiences.
⑪ Watching soap operas improves problem-solving skills in real life.
⑫ The abstraction in soap operas mirrors everyday life.
⑬ Real-world experiences enable viewers to engage with soap operas.

B. 적절한 제목을 고르세요
① The Impact of Television on Daily Life
② Why Soap Operas Are Easy to Follow
③ How TV Dramas Reflect Social Issues
④ The Familiar Framework of Soap Operas
⑤ Soap Operas: Simple Stories for Relaxation
⑥ The Incomprehensibility of Soap Opera Plots
⑦ The History of Soap Operas
⑧ The Realism Behind Soap Opera Abstraction
⑨ How Soap Operas Are Produced
⑩ Soap Operas: Abstract Yet Relatable
⑪ Why Soap Operas Are Hard to Understand
⑫ Soap Operas: Pure Fantasy with No Real-Life Basis



[Answer]
A. 1,4,10,13
B. 2,4,8,10"
고2,23년,9월,33,"As always happens with natural selection, bats and their prey have been engaged in a life-or-death sensory arms race     for millions of years. It’s believed that hearing in moths arose specifically in response to the threat of being eaten by bats.     (Not all insects can hear.) Over millions of years, moths have evolved the ability to detect sounds at ever higher frequencies, and, as they have, the frequencies of bats’ vocalizations have risen, too. Some moth species have also evolved scales on their wings and a fur­like coat on their bodies; both act as “acoustic camouflage,” by absorbing sound waves in the frequencies emitted by bats, thereby preventing those sound waves from bouncing back. The B­2 bomber and other “stealth” aircraft have fuselages made of materials that do something similar with radar beams. ","A. 적절한 주제와 요지를 고르세요
① Bats and moths are in a sensory arms race involving sound.
② Fish and their predators engage in an underwater camouflage battle.
③ Moths can detect high-frequency sounds.
④ Bats and moths communicate using ultraviolet light.
⑤ Moths use chemical signals to deter bat attacks.
⑥ Bats and moths have no sensory adaptations for survival.
⑦ Natural selection drives bats and moths to develop sensory adaptations.
⑧ Moths have not evolved any defenses against bats.
⑨ Moths have become easier for bats to catch over time.
⑩ Moths’ hearing evolved in response to predation by bats.
⑪ *Bats and moths have co-evolved in a sensory arms race.
⑫ Bat vocalizations and moth defenses have evolved together over time.

B. 적절한 제목을 고르세요
① The Evolution of Bat Species
② The History of Radar Technology
③ How Birds Use Sound for Hunting
④ The Biology of Moth Species
⑤ The Decline of Natural Selection in Bats
⑥ How Moths Adapt to Environmental Changes
⑦ The Evolution of Predator-Prey Relationships
⑧ The Sensory Arms Race Between Bats and Moths
⑨ How Radar Technology Has Evolved
⑩ Evolutionary Adaptations in Bats and Moths
⑪ The Life Cycle of Moth Species
⑫ The Defense Mechanisms of Insects
⑬ Sensory Evolution in Bats and Moths
⑭ The Role of Sound in Animal Communication



[Answer]
A. 1,7,10,11,12
B. 8,10,13"
고2,23년,9월,34,"Much of human thought is designed to screen out information and to sort the rest into a manageable condition. The inflow of data from our senses could create an overwhelming chaos, especially given the enormous amount of information available in culture and society. Out of all the sensory impressions and possible information, it is vital to find a small amount that is most relevant to our individual needs and to organize that into a usable stock of knowledge. Expectancies accomplish some of this work, helping to screen out information that is irrelevant to what is expected, and focusing our attention on clear contradictions.     The processes of learning and memory are marked by a steady elimination of information. People notice only a part of the world around them. Then, only a fraction of what they notice gets processed and stored into memory. And only part of what gets committed to memory can be retrieved.","A. 적절한 주제와 요지를 고르세요
① All sensory information is equally important for human thought.
② Human thought aims to increase information inflow.
③ Expectancies help in retaining all sensory impressions.
④ Expectancies increase the amount of irrelevant information processed.
⑤ Expectancies help focus on relevant information and eliminate irrelevant data.
⑥ Human thought relies on enhancing sensory information for better learning.
⑦ Learning and memory involve eliminating unnecessary information.
⑧ Expectancies filter out information irrelevant to our needs.
⑨ Expectancies focus attention on relevant information.
⑩ Selective attention improves multitasking abilities.
⑪ Sensory adaptation helps in ignoring constant stimuli.
⑫ Learning includes focusing on relevant information while ignoring the rest.

B. 적절한 제목을 고르세요
① The Role of Technology in Managing Information Overload
② The Role of Expectancies in Information Processing
③ The Benefits of Processing All Information
④ How to Eliminate Expectancies in Thought
⑤ Techniques for Improving Memory Retention
⑥ Processing Sensory Information Without Expectancies
⑦ Learning & Memory: the Process of Screening Out Information
⑧ The Benefits of Storing All Sensory Data
⑨ The History of Cognitive Psychology
⑩ Retaining All Information for Optimal Learning
① Techniques for Boosting Short-Term Memory
② How Memory Decays Over Time



[Answer}
A. 5,7,12
B. 2,7"
고2,23년,9월,35,"The irony of early democracy in Europe is that it thrived and prospered precisely because European rulers for a very long time were remarkably weak. For more than a millennium after the fall of Rome, European rulers lacked the ability to assess what their people were producing and to levy substantial taxes based on this. The most striking way to illustrate European weakness is to show how little revenue they collected. Europeans would eventually develop strong systems of revenue collection, but it took them an awfully long time to do so. In medieval times, and for part of the early modern era, Chinese emperors and Muslim caliphs were able to extract much more of economic production than any European ruler with the exception of small city­states.
","A. 적절한 주제와 요지를 고르세요
① European trade flourished due to weak rulers.
② Medieval Chinese emperors had effective tax systems.
③ Early European democracy thrived due to weak rulers and low taxes.
④ The fall of Rome led to immediate strong governance in Europe.
⑤ European rulers heavily taxed their citizens from the beginning.
⑥ Early European democracy failed due to strong rulers.
⑦ European democracy prospered because rulers were unable to collect much revenue.
⑧ Early European democracy was influenced by Asian governance systems.
⑨ Weak European rulers led to economic prosperity without democracy.
⑩ Early European rulers were strong and had efficient tax systems.
⑪ Early European democracy benefited from rulers' weak tax systems.
⑫ European rulers' strength was based on military power, not democracy.

B. 적절한 제목을 고르세요
① The Revenue Systems of Chinese Emperors
② The Evolution of Tax Systems in Europe
③ Taxation in European City-States
④ Early Democracy in Europe: Weaker Rulers Than Oriental Ones 
⑤ Comparative Analysis of Medieval Taxation Methods
⑥ European Rulers' Efficiency in Revenue Collection
⑦ Weakness of Early European Rulers and Democratic Growth
⑧ The Strength of Medieval European Rulers
⑨ The Rise of European Empires
⑩ The Strength and Efficiency of Medieval European Tax Systems
⑪ Early European Democracy and Weak Rulers
⑫ How Strong Taxation Built Early European Democracy
⑬ The Weakness of European Rulers and Democracy's Rise



[Answer]
A. 3,7,11
B. 4,7,11,13"
고2,23년,9월,36,"If you drive down a busy street, you will find many competing businesses, often right next to one another. For example, in most places a consumer in search of a quick meal has many choices, and more fast­food restaurants appear all the time. These competing firms advertise heavily. The temptation is to see advertising as driving up the price of a product without any benefit to the consumer. However, this misconception doesn’t account for why firms advertise. In markets where competitors sell slightly differentiated products, advertising enables firms to inform their customers about new products and services. Yes, costs rise, but consumers also gain information to help make purchasing decisions. Consumers also benefit from added variety, and we all get a product that’s pretty close to our vision of a perfect good — and no other market structure delivers that outcome. ","A. 적절한 주제와 요지를 고르세요
① Price competition, not advertising, is the key to market success.
② Consumers prefer markets with no advertising and limited choices.
③ Advertising informs consumers about product choices and services.
④ Consumers do not benefit from the variety provided by competing businesses.
⑤ Consumers benefit from variety and information provided by advertising.
⑥ Consumers gain from the variety and information offered by ads.
⑦ Advertising provides no useful information to consumers.
⑧ Advertising always decreases the price of products for consumers.
⑨ Businesses avoid advertising in busy streets to save costs.
⑩ Consumers rarely benefit from the information provided by ads.
⑪ Advertising is primarily used to manipulate consumer preferences.
⑫ Businesses should focus on lowering prices instead of advertising.

B. 적절한 제목을 고르세요
① The History of Advertising in America
② Marketing Strategies for Small Businesses
③ Advertising is a Waste of Resources
④ Consumer Choices are Better Without Advertising
⑤ How Discounts and Promotions Influence Consumer Purchases
⑥ What Outcomes Can Only Advertising Deliver in Market?
⑦ How Economic Conditions Affect Consumer Spending
⑧ The Informative Power of Advertising in Consumer Markets
⑨ The Strategic Role of Advertising in Competitive Markets
⑩ Advertising Techniques in the Fast-Food Industry



[Answer]
A. 3,5,6
B. 6,8,9"
고2,23년,9월,37,"Architects might say a machine can never design an innovative or impressive building because a computer cannot be “creative.” Yet consider the Elbphilharmonie, a new concert hall in Hamburg, which contains a remarkably beautiful auditorium composed of ten thousand interlocking acoustic panels. It is the sort of space that makes one instinctively think that only a human being — and a human with a remarkably refined creative sensibility, at that — could design something so aesthetically impressive. Yet the auditorium was, in fact, designed algorithmically, using a technique known as “parametric design.” The architects gave the system a set of criteria, and it generated a set of possible designs for the architects to choose from. Similar software has been used to design lightweight bicycle frames and sturdier chairs, among much else. Are these systems behaving “creatively”? No, they are using lots of processing power to blindly generate varied possible designs, working in a very different way from a human being.","A. 적절한 주제와 요지를 고르세요
① Modern art often incorporates algorithmic design.
② Digital art is becoming more popular than traditional art forms.
③ Machines can design without any human input or criteria.
④ Architects use criteria-based algorithms to generate design possibilities.
⑤ Algorithms always produce unrefined and simplistic designs.
⑥ Machines use processing power to create designs without human-like creativity.
⑦ Machines are incapable of generating aesthetically impressive designs.
⑧ Architects rely on algorithms to produce a variety of design choices without creativity.
⑨ Architects no longer need to be involved in the design process.
⑩ Human involvement in architectural design is obsolete.
⑪ Machines enhance artistic skills in traditional painting.
⑫ Human creativity is primarily driven by technological advancements.

B. 적절한 제목을 고르세요
① Architectural Design Systems Design Blindly, Not Creatively
② Computers are Inherently Creative Designers
③ How Algorithms Improve Building Safety Standards
④ The Use of Algorithms in Furniture Design
⑤ Human Architects Outperform Algorithmic Designs
⑥ The Influence of Algorithms on Building Regulations
⑦ The History of Hamburg's Architecture
⑧ The Use of Algorithms in Fashion Design
⑨ Algorithmic Design and Human Creativity in Architecture
⑩ How Technology Enhances Construction Safety
⑪ Using Algorithms for Interior Design
⑫ Algorithms Alone Can Be Creative



[Answer]
A. 4,7
B. 3,5"
고2,23년,9월,38,"The brain is a high­energy consumer of glucose, which is its fuel. Although the brain accounts for merely 3 percent of a person’s body weight, it consumes 20 percent of the available fuel. Your brain can’t store fuel, however, so it has to “pay as it goes.” Since your brain is incredibly adaptive, it economizes its fuel resources. Thus, during a period of high stress, it shifts away from the analysis of the nuances of a situation to a singular and fixed focus on the stressful situation at hand. You don’t sit back and speculate about the meaning of life when you are stressed. Instead, you devote all your energy to trying to figure out what action to take. Sometimes, however, this shift from the higher­thinking parts of the brain to the automatic and reflexive parts of the brain can lead you to do something too quickly, without thinking.  ","A. 적절한 주제와 요지를 고르세요
① High stress redirects brain resources to handle the immediate situation.
② The brain stores excess glucose for future use.
③ Stress causes a shift from higher thinking to automatic brain functions.
④ High stress enhances the brain's ability to analyze situations.
⑤ Stress improves the brain's higher thinking functions.
⑥ High stress reduces the brain's capacity for nuanced analysis.
⑦ Glucose consumption decreases during periods of stress.
⑧ Stress leads to increased speculative thinking about life.
⑨ The brain consumes 20 percent of the body's glucose.
⑩ High stress improves the brain's ability to speculate and reflect on various situations.
⑪ The brain can store significant amounts of glucose for future use.
⑫ Stress enhances the brain's higher-order thinking and analytical abilities.

B. 적절한 제목을 고르세요
① The Evolution of Brain Function in Humans
② The Development of Stress Response Over Time
③ The Brain Functions Best Under Stress
④ The Brain's Adaptability and Its Associated Drawbacks
⑤ The Brain Stores Large Amounts of Fuel
⑥ The Brain’s Fuel Use and Stress Response
⑦ High Stress Improves Analytical Thinking
⑧ Stress Enhances Higher-Order Thinking
⑨ The Biochemistry of Glucose Metabolism
⑩ The Relationship Between Sleep and Stress
⑪ How Technology Affects Mental Well-being
⑫ The Impact of Stress on Brain Function and Fuel Use
⑬ The Role of Genetics in Stress Response



[Answer]
A. 1,3,6
B. 4,6,12"
고2,23년,9월,39,"Much research has been carried out on the causes of engagement, an issue that is important from both a theoretical and practical standpoint: identifying the drivers of work engagement may enable us to manipulate or influence it. The causes of engagement fall into two major camps: situational and personal. The most influential situational causes are job resources, feedback and leadership, the latter, of course, being responsible for job resources and feedback. Indeed, leaders influence engagement by giving their employees honest and constructive feedback on their performance, and by providing them with the necessary resources that enable them to perform their job well. It is, however, noteworthy that although engagement drives job performance, job performance also drives engagement. In other words, when employees are able to do their jobs well — to the point that they match or exceed their own expectations and ambitions — they will engage more, be proud of their achievements, and find work more meaningful. This is especially evident when people are employed in jobs that align with their values.","A. 적절한 주제와 요지를 고르세요
① Engagement is influenced by both situational and personal factors.
② Engagement is driven solely by personal factors, ignoring situational causes.
③ Flexible work schedules improve overall employee morale.
④ Engagement is unrelated to job performance or personal values.
⑤ Employee satisfaction depends primarily on salary and benefits.
⑥ Job resources are essential for job performance.
⑦ Engagement increases when jobs align with personal values.
⑧ Engagement does not affect job performance.
⑨ Personal values are irrelevant to job engagement.
⑩ Employees engage more when they can perform well and find meaning in their work.
⑪ Engagement is mainly influenced by external economic factors.
⑫ Personal values alignment increases job engagement.

B. 적절한 제목을 고르세요
① Aligning Jobs with Values to Boost Engagement
② Job Performance is Unrelated to Engagement
③ Personal Values Do Not Affect Job Satisfaction
④ The Impact of Work-Life Balance on Employee Morale
⑤ How Office Environment Influences Productivity
⑥ How to Promote and Maintain Employees‘ Engagement
⑦ Situational and Personal Causes of Work Engagement
⑧ How Leaders Provide Job Resources
⑨ The Impact of Flexible Working Hours on Job Satisfaction
⑩ Engagement is Independent of Job Resources
⑪ Employee Performance Does Not Affect Engagement
⑫ Key Factors Influencing Employee Engagement and Performance
⑬ Aligning Jobs with Values to Boost Engagement



[Answer]
A. 1,7,10,12
B. 6,7,12,13"
고2,23년,9월,40,"In 2006, researchers conducted a study on the motivations for helping after the September 11th terrorist attacks against the United States. In the study, they found that individuals who gave money, blood, goods, or other forms of assistance because of other­focused motives (giving to reduce another’s discomfort) were almost four times more likely to still be giving support one year later than those whose original motivation was to reduce personal distress. This effect likely stems from differences in emotional arousal. The events of September 11th emotionally affected people throughout the United States. Those who gave to reduce their own distress reduced their emotional arousal with their initial gift, discharging that emotional distress. However, those who gave to reduce others’ distress did not stop empathizing with victims who continued to struggle long after the attacks.","A. 적절한 주제와 요지를 고르세요
① Emotional arousal increases with self-centered giving.
② Other-focused motives lead to a decrease in long-term support.
③ Self-focused motives result in sustained giving behaviors.
④ Emotional arousal does not impact giving behaviors.
⑤ People with other-focused motives continued to support victims longer.
⑥ People who gave to reduce their own distress were more likely to continue giving.
⑦ Self-focused motives lead to long-term giving behaviors.
⑧ Self-centered giving motives result in a decline in sustained support.
⑨ Empathy-driven giving is more likely to persist over time.
⑩ The study found no significant difference between self-focused and other-focused motives.
⑪ Other-focused giving motives decrease emotional arousal and reduce support over time.
⑫ Self-focused giving reduces emotional arousal and is less likely to continue.
⑬ Self-centered giving motives result in sustained long-term support.
⑭ Other-focused motives lead to more sustained giving behaviors.

B. 적절한 제목을 고르세요
① Why the Duration of the Act of Giving Varies
② The History of Charitable Giving in the U.S.
③ Self-Centered Giving is More Sustainable
④ Other-Focused Giving Decreases Over Time
⑤ Motivations for Giving and Their Long-Term Effects
⑥ Emotional Arousal Does Not Influence Giving
⑦ The Different Forms of Assistance Provided After 9/11
⑧ The Sustainability of Other-Focused Charitable Giving
⑨ The Short-Term Impact of Charitable Giving
⑩ Personal Distress is the Key to Long-Term Giving
⑪ Emotional Arousal and Long-Term Charitable Actions
⑫ Other-Focused Giving Reduces Quickly Over Time
⑬ The Impact of Motivation on Long-Term Giving After 
⑭ Emotional Arousal Increases Over Time with Self-Focused Giving



[Answer]
A. 5,8,9,12,14
B. 1,5,8,11,13"
고2,23년,9월,41,"In England in the 1680s, it was unusual to live to the age of fifty. This was a period when knowledge was not spread widely, there were few books and most people could not read. As a consequence, knowledge passed down through the oral traditions of stories and shared experiences. And since older people had accumulated more knowledge, the social norm was that to be over fifty was to be wise. This social perception of age began to shift with the advent of new technologies such as the printing press. Over time, as more books were printed, literacy increased, and the oral traditions of knowledge transfer began to fade. With the fading of oral traditions, the wisdom of the old became less important and as a consequence being over fifty was no longer seen as signifying wisdom.
We are living in a period when the gap between chronological and biological age is changing fast and where social norms are struggling to adapt. In a video produced by the AARP (formerly the American Association of Retired Persons), young people were asked to do various activities ‘just like an old person’.  When older people joined them in the video, the gap between the stereotype and the older people’s actual behaviour was striking unnoticeable. It is clear that in today’s world our social norms need to be updated quickly.","A. 적절한 주제와 요지를 고르세요
① Social norms about age need to be updated to reflect current realities.
② Advances in medical science have increased life expectancy.
③ Technological advancements have no impact on social perceptions of age.
④ The printing press primarily influenced artistic expression rather than literacy.
⑤ New technologies changed the social norms related to aging.
⑥ The wisdom of older people increased with the rise of printed books.
⑦ Social norms about aging have remained constant since the 1680s.
⑧ Technological advancements reinforced the perception of wisdom in older people.
⑨ The rise of the printing press had little impact on society.
⑩ Advances in transportation technology changed social norms about aging.
⑪ The AARP video showed older people defying age stereotypes.
⑫ Modern social norms should struggle to keep pace with changes in age perceptions.

B. 적절한 제목을 고르세요
① The Role of AARP in Modern Society
② The History of the Printing Press in England
③ The Effect of Lifespan on Knowledge Transfer
④ The Role of Technology in Modern Education
⑤ The Changing Social Norms Around Age and Wisdom
⑥ Older People are More Valued for Their Wisdom Today
⑦ Wisdom Increases with Technological Advancements
⑧ Our Social Norms on Aging Change Swiftly
⑨ The Continued Importance of Oral Traditions
⑩ Technological Advancements Increase Reliance on Oral Traditions
⑪ Modern Society Values Older People for Their Wisdom
⑫ How Technology Influences Modern Communication
⑬ The Evolution of Perceptions of Age and Knowledge
⑭ Updating Social Norms to Reflect Modern Realities
⑮ The Role of Social Media in Shaping Modern Norms



[Answer]
A. 1,5,12
B. 5,8,13,14"
고1,24년,6월,20,"Having a messy room can add up to negative feelings and destructive thinking. Psychologists say that having a disorderly room can indicate a disorganized mental state. One of the professional tidying experts says that the moment you start cleaning your room, you also start changing your life and gaining new perspective. When you clean your surroundings, positive and good atmosphere follows. You can do more things efficiently and neatly. So, clean up your closets, organize your drawers, and arrange your things first, then peace of mind will follow.","A. 적절한 주제와 요지를 고르세요
① Organizing drawers leads to more efficient use of space. 
② A messy room boosts creativity and inspiration. 
③ Cleaning your room leads to mental clarity and positive change. 
④ Tidying your room improves your physical fitness and health. 
⑤ A tidy room contributes to an organized mind and improved efficiency. 
⑥ Cleaning your room boosts social relationships and friendships. 
⑦ Cleaning your room improves physical health.
⑧ Disorderly rooms are linked to physical illnesses. 
⑨ Organizing your space ensures better sleep quality. 
⑩ Cleaning your room leads to a positive mental state. 
⑪ Tidying up increases your home's aesthetic appeal.
⑫ Organizing your space promotes social gatherings. 
⑬ Organize your drawers for a tidy room. 

B. 적절한 제목을 고르세요
① Transforming a Room with Color 
② Benefits of Rearranging Furniture 
③ Clean Room, Clear Mind 
④ Declutter Your Closet for Mental Clarity
⑤ Professional Tidying Tips for a Happier Home 
⑥ How a Tidy Home Boosts Productivity 
⑦ Tidying Up: A Path to Mental Clarity
⑧ Disorderly Spaces Promote Relaxation and Comfort 
⑨ Clean Closets and Efficient Thinking 
⑩ Embrace Messiness for Mental Clarity 
⑪ Disorderly Rooms Foster Creative Genius 
⑫ The Impact of a Clean Room on Mental Well-being 



[Answer]
A. 3,5,10
B. 3,7,12"
고1,24년,6월,21,"The soil of a farm field is forced to be the perfect environment for monoculture growth. This is achieved by adding nutrients in the form of fertilizer and water by way of irrigation. During the last fifty years, engineers and crop scientists have helped farmers become much more efficient at supplying exactly the right amount of both. World usage of fertilizer has tripled since 1969, and the global capacity for irrigation has almost doubled; we are feeding and watering our fields more than ever, and our crops are loving it. Unfortunately, these luxurious conditions have also excited the attention of certain agricultural undesirables. Because farm fields are loaded with nutrients and water relative to the natural land that surrounds them, they are desired as luxury real estate by every random weed in the area.","A. 적절한 주제와 요지를 고르세요
① Monoculture growth benefits wildlife in surrounding natural lands.
② Fertilizers and irrigation improve urban green spaces for aesthetic purposes. 
③ Farm fields prioritize biodiversity over monoculture crop production. 
④ Engineers and scientists focus on reducing water usage in agriculture. 
⑤ Fertilizers supply essential nutrients for crop growth.
⑥ Pesticides are crucial in maintaining healthy monocultures on farms. 
⑦ Modern farming methods are efficient, but their nutrient-rich soils cause weed infestation. 
⑧ Climate control systems have revolutionized agricultural practices. 
⑨ Biodiversity in farming systems improves ecosystem health.
⑩ Increased irrigation prevents all types of plant diseases. 
⑪ Modern farming methods produce nutrient-rich fields, but this attracts weeds. 
⑫ Modern irrigation methods reduce the overall use of fertilizers. 
⑬ Improved farming methods decrease the likelihood of weed growth. 

B. 적절한 제목을 고르세요
① The Global Surge in Fertilizer and Irrigation Use
② Advances in Crop Science and Agricultural Efficiency 
③ The Role of Nutrients in Modern Agriculture 
④ The Rise of Organic Farming in the 21st Century
⑤ The Double-Edged Sword of Modern Farming 
⑥ Sustainable Farming Practices: Reducing Fertilizer and Water Use 
⑦ Monoculture Techniques Failing in Modern Agriculture 
⑧ The Role of Technology in Sustainable Agriculture 
⑨ Engineers and Crop Scientists: Heroes of Modern Farming
⑩ The Unintended Consequences of Modern Farming Practices 
⑪ Decline in Irrigation and Fertilizer Utilization 
⑫ Innovations in Crop Pest Management 



[Answer]
A. 7,11
B. 5,10"
고1,24년,6월,22,"When it comes to helping out, you don’t have to do much.   All you have to do is come around and show that you care. If you notice someone who is lonely, you could go and sit with them. If you work with someone who eats lunch all by themselves, and you go and sit down with them, they will begin to be more social after a while, and they will owe it all to you.  A person’s happiness comes from attention. There are too many people out in the world who feel like everyone has forgotten them or ignored them. Even if you say hi to someone passing by, they will begin to feel better about themselves, like someone cares.","A. 적절한 주제와 요지를 고르세요
① Offering professional counseling to those who feel ignored.
② Sitting with a lonely person makes them more social.
③ Just showing a small interest can improve a person's happiness.
④ Complimenting someone's work improves their mood. 
⑤ Encouraging group activities fosters community spirit. 
⑥ Even a small amount of attention can reduce people's loneliness and improve their mood. 
⑦ Showing interest increases team efficiency. 
⑧ Sit with someone during lunch. 
⑨ Supporting coworkers increases job satisfaction. 
⑩ You can help someone through a small amount of attention. 
⑪ Active listening improves relationships.
⑫ Positive feedback boosts morale. 

B. 적절한 제목을 고르세요
① Building Connections Over Lunch 
② Why You Should Greet Strangers 
③ The Importance of Lunchtime Conversations 
④ The Impact of Greeting Strangers 
⑤ the power of being interested in others 
⑥ The Role of Empathy in Daily Life 
⑦ Transforming Lives Through Compassion 
⑧ Socializing Is Effortless 
⑨ Casual Encounters Guarantee Friendship
⑩ Making a Difference with Little Effort: The Importance of Showing Care 
⑪ Creating Connections in the Workplace
⑫ Joining a Lonely Colleague for Lunch 



[Answer]
A. 3,6,10
B. 5,10"
고1,24년,6월,23,"We often try to make cuts in our challenges and take the easy route. When taking the quick exit, we fail to acquire the strength to compete. We often take the easy route to improve our skills. Many of us never really work to achieve mastery in the key areas of life. These skills are key tools that can be useful to our career, health, and prosperity. Highly successful athletes don’t win because of better equipment; they win by facing hardship to gain strength and skill. They win through preparation. It’s the mental preparation, winning mindset, strategy, and skill that set them apart. Strength comes from struggle, not from taking the path of least resistance. Hardship is not just a lesson for the next time in front of us. Hardship will be the greatest teacher we will ever have in life.","A. 적절한 주제와 요지를 고르세요
① Equipment is more important than skill in winning. 
② Taking a shortcut leads to success. 
③ Overcoming laziness is the key to success. 
④ Winning depends solely on talent, not preparation. 
⑤ Power and skill come from overcoming difficulties, not avoiding them. 
⑥ Consistent practice leads to mastery. 
⑦ Mental strength is crucial in sports. 
⑧ Career success relies on skill acquisition. 
⑨ Hardship is irrelevant to achieving mastery. 
⑩ Hardship creates the power necessary for success in the realm of life. 
⑪ Procrastination leads to better performance under pressure. 
⑫ Consistent practice enhances performance. 
⑬ Skill improvement depends on training routines.

B. 적절한 제목을 고르세요
① The Impact of Better Equipment on Success 
② Mastering Life's Key Areas 
③ Strength and Success Through Overcoming Hardship 
④ The Role of Strategy in Athletic Success
⑤ Finding the Easy Way Out 
⑥ The Role of Challenges in Personal Growth and Mastery 
⑦ Winning by Taking the Path of Least Resistance 
⑧ Overcoming Challenges with Mental Strength 
⑨ Importance of Skill Development in Career Growth
⑩ The Power of Hardship: Keys to Mastery and Prosperity 
⑪ Mastery Through Consistent Effort 
⑫ The Benefits of a Resistance-Free Path 



[Answer]
A. 5,10
B. 3,6,10"
고1,24년,6월,24,"Your behaviors are usually a reflection of your identity. What you do is an indication of the type of person you believe that you are ― either consciously or nonconsciously. Research has shown that once a person believes in a particular aspect of their identity, they are more likely to act according to that belief. For example, people who identified as “being a voter” were more likely to vote than those who simply claimed “voting” was an action they wanted to perform. Similarly, the person who accepts exercise as the part of their identity doesn’t have to convince themselves to train. Doing the right thing is easy. After all, when your behavior and your identity perfectly match, you are no longer pursuing behavior change. You are simply acting like the type of person you already believe yourself to be.","A. 적절한 주제와 요지를 고르세요
① Your identity influences your favorite hobbies and interests. 
② Behavior and identity are entirely independent of each other. 
③ Action reflects our identity. 
④ Beliefs about identity rarely influence actions. 
⑤ People act according to what kind of person they believe they are. 
⑥ Social roles dictate actions more than self-identity. 
⑦ Motivation is driven by goals, not identity. 
⑧ Exercise is easy for those who see themselves as active. 
⑨ Self-esteem influences daily decision-making.
⑩ Your identity has a strong influence on your behavior. 
⑪ Social acceptance impacts personal identity. 
⑫ Personal habits reflect self-discipline rather than identity. 

B. 적절한 제목을 고르세요
① Why Voting Reflects Personal Beliefs
② The Psychology of Being a Voter
③ Identity Shaping Through External Influences 
④ The Impact of Identity on Behavior 
⑤ Actions Speak Louder Than Beliefs 
⑥ Behavior Change Requires External Motivation
⑦ Identity’s Role in Habit Persistence
⑧ Self-Perception as the Mirror of Behavior
⑨ Behaviors Indicate Your Goals and Aspirations 
⑩ Personality Dictates Your Daily Actions 
⑪ Behavior and Identity: A Reflective Relationship 
⑫ Identifying as a Voter Increases Voting



[Answer]
A. 3,5,10
B. 4,8,11"
